Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A3N4I7J7,56,,Homeobox-domain-containing protein,Ascobolus immersus RN42,1160509,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3N4M428,56,,Homeobox-domain-containing protein,Terfezia boudieri ATCC MYA-4762,1051890,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
W7HVJ7,56,,Homeobox domain-containing protein,Drechslerella stenobrocha 248,1043628,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
C8VLD7,56,,RfeB,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
D4AJ81,55,9524559,Homeobox domain-containing protein,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),663331,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
U7Q3U7,56,,Homeobox domain-containing protein,Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus),1391915,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0D2A2K1,56,27322372,Homeobox domain-containing protein,Exophiala mesophila (Black yeast),212818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1E3QCZ2,56,,Homeobox domain-containing protein,Lipomyces starkeyi NRRL Y-11557,675824,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4P9XC15,56,,Homeobox domain-containing protein,Caulochytrium protostelioides,1555241,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4P9W819,54,,Homeobox domain-containing protein,Blyttiomyces helicus,388810,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2G5BA11,56,,Homeobox,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q5KAW0,56,3254289,"LIM-homeobox protein, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A507CB91,57,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A098VSB4,58,25259400,Homeobox transcription factor,Mitosporidium daphniae,1485682,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2H9TQ12,57,,Homeobox domain-containing protein,Paramicrosporidium saccamoebae,1246581,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
L8HGX4,58,14924659,Homeobox domain containing protein,Acanthamoeba castellanii str. Neff,1257118,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q54F46,57,8627992,Homeobox protein Wariai,Dictyostelium discoideum (Slime mold),44689,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","anatomical structure morphogenesis, multicellular organism development, negative regulation of sorocarp stalk cell differentiation",Nucleus
A0A397U4C7,57,,Homeobox domain-containing protein,Gigaspora rosea,44941,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1YAN3,56,,Homeodomain-like protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y2GNZ9,56,,Homeodomain-like protein,Lobosporangium transversale,64571,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5C3QHY7,57,,Homeobox domain-containing protein,Pterula gracilis,1884261,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A9NT70,56,,Homeobox domain-containing protein,Amanita thiersii Skay4041,703135,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S8MIR8,56,,Homeobox domain-containing protein,Dendrothele bispora (strain CBS 962.96),1314807,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
D8QC19,56,9591176,Homeobox domain-containing protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S4LBU8,56,,Homeobox domain-containing protein,Phellinidium pouzarii,167371,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
G4TAH6,56,,Related to homeobox protein HB1-Glomus intraradices,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1R0H4T6,57,,Homeobox protein HD-10,Smittium mucronatum,133383,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
F4RJI5,57,18927473,Homeobox domain-containing protein,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus),747676,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E3KFQ8,49,10544835,Homeobox domain-containing protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
U5H6R5,57,,Homeobox domain-containing protein,Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus),683840,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R0LRJ8,57,,"Putative Homeodomain-like, Homeodomain-related, Homeobox protein",Pseudoloma neurophilia,146866,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
C4V704,57,,Homeobox domain-containing protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0MAG8,57,,Homeobox protein HD-10,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,DNA binding,nan,Nucleus
Q8SW18,57,858788,Homeobox protein HD-10,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,DNA binding,nan,Nucleus
A0A4Q9LM81,57,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,DNA binding,nan,Nucleus
J9D9F0,57,,Homeobox domain-containing protein,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,DNA binding,nan,Nucleus
C4V795,57,,Homeobox domain-containing protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,DNA binding,nan,Nucleus
R0MBE3,57,,Homeobox protein HD-10,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,DNA binding,nan,Nucleus
S7W9U9,57,,Homeodomain protein,Spraguea lophii (strain 42_110) (Microsporidian parasite),1358809,DNA binding,nan,Nucleus
A0A177EC75,56,,Homeobox domain-containing protein,Nematocida displodere,1805483,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A437ANP6,57,,Homeodomain-containing transcription factor,Tubulinosema ratisbonensis,291195,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
K5WZU0,57,18823763,Homeodomain transcription factor,Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom),597362,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5M3MUL1,57,19200850,Homeobox domain-containing protein,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A067N1Z3,57,,Homeobox domain-containing protein,Botryobasidium botryosum FD-172 SS1,930990,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1R0H2C7,56,,Homeobox protein HD-10,Smittium mucronatum,133383,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A165L204,57,,Homeobox domain-containing protein,Exidia glandulosa HHB12029,1314781,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
G7E2N6,57,26265582,Homeobox domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Y9Z671,57,,Homeobox domain-containing protein,Dentipellis fragilis,205917,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0E9NHP3,56,30187227,Homeobox domain-containing protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
B7XHQ5,57,,Transcription factor,Enterocytozoon bieneusi (strain H348) (Microsporidian parasite),481877,DNA binding,nan,Nucleus
A0A1R1PXQ3,57,,Retinal homeobox protein Rx,Zancudomyces culisetae (Gut fungus) (Smittium culisetae),1213189,DNA binding,nan,Nucleus
A0A397UXC5,57,,Homeobox domain-containing protein,Gigaspora rosea,44941,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A397J0R6,57,,Homeobox domain-containing protein,Diversispora epigaea,1348612,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2Z6SBA8,57,,Homeobox domain-containing protein,Rhizophagus clarus,94130,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1J5X2L8,57,,Homeodomain-containing protein,Amphiamblys sp. WSBS2006,1866961,DNA binding,nan,Nucleus
A0A0D1DX31,57,23564958,"Chromosome 15, whole genome shotgun sequence",Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),237631,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding",regulation of transcription by RNA polymerase II,Nucleus
A0A177UQ15,57,,Homeobox domain-containing protein,Tilletia walkeri,117179,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A316UHR4,57,,Homeobox domain-containing protein,Jaminaea rosea,1569628,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507DYK1,57,,Homeobox domain-containing protein,Powellomyces hirtus,109895,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,"Nucleus, Other locations"
A0A168Q8W6,57,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A163KBF7,57,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
E2LMC8,57,,Homeobox domain-containing protein,Moniliophthora perniciosa (strain FA553 / isolate CP02) (Witches'-broom disease fungus) (Marasmius perniciosus),554373,DNA binding,nan,Nucleus
M5G951,57,,Homeobox domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,DNA binding,nan,Nucleus
A0A0C3SEV6,58,,Homeobox domain-containing protein,Phlebiopsis gigantea 11061_1 CR5-6,745531,DNA binding,nan,Nucleus
A0A060SJ01,57,,Homeobox domain-containing protein,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),5643,DNA binding,nan,Nucleus
A0A1C7M784,58,,Homeobox protein CDX-2,Grifola frondosa (Maitake) (Polyporus frondosus),5627,DNA binding,nan,Nucleus
L8HB27,58,14922856,Homeobox domain containing protein,Acanthamoeba castellanii str. Neff,1257118,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
L8HFS7,56,14925004,Homeobox domain containing protein,Acanthamoeba castellanii str. Neff,1257118,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q04116,58,852062,Homeobox protein YHP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding, RNA polymerase II transcription regulatory region sequence-specific DNA binding","cell differentiation, negative regulation of transcription by RNA polymerase II, negative regulation of transcription involved in G1/S transition of mitotic cell cycle, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A1E5R1T5,58,,Homeobox protein YOX1,Hanseniaspora osmophila,56408,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1E4TI97,58,,Homeobox domain-containing protein,Tortispora caseinolytica NRRL Y-17796,767744,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2T0FDH8,58,,Homeobox protein YOX1,Wickerhamiella sorbophila,45607,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A167DP72,58,30033208,Yox1p,Sugiyamaella lignohabitans,796027,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1E3PJ81,58,,Homeobox domain-containing protein,Nadsonia fulvescens var. elongata DSM 6958,857566,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1E3PIX4,58,,Homeobox domain-containing protein,Nadsonia fulvescens var. elongata DSM 6958,857566,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q6C575,58,2911819,YALI0E20449p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
